gene,component,n_mut,n_wt,effect,p,q
BIRC8,C10,75,8617,0.011661630123853683,0.6715055347685414,0.8895139915846464
COPS5,C7,42,8650,-0.004125988110899925,0.6715201690262468,0.8895139915846464
VSX2,C10,43,8649,-0.004284217953681946,0.671520820300941,0.8895139915846464
GHDC,C5,60,8632,0.040182165801525116,0.6715395770369806,0.8895183086713653
CD177,C6,21,8671,0.012421637773513794,0.6715482638127408,0.8895183086713653
FAM111A,C10,85,8607,0.016942530870437622,0.6715666142573252,0.8895183086713653
SZT2,C5,311,8381,0.022044718265533447,0.6715688487474765,0.8895183086713653
CCDC152,C7,15,8677,0.06793691217899323,0.6715726731480647,0.8895183086713653
ARHGAP24,C10,110,8582,0.0070342812687158585,0.6715779444093604,0.8895183086713653
CAPRIN2,C7,141,8551,0.03113950788974762,0.6715850454603537,0.8895183086713653
SCGN,C2,64,8628,-0.017186811193823814,0.6715906501453738,0.8895183086713653
BBS12,C7,83,8609,0.065568707883358,0.6716179580798239,0.8895331541277247
MYO6,C5,165,8527,0.01677723228931427,0.6716185015014082,0.8895331541277247
WIZ,C6,111,8581,0.015760311856865883,0.6716372153252094,0.8895469182183569
GSTP1,C5,24,8668,0.047685880213975906,0.6716580684986493,0.8895524988026277
EMC10,C7,22,8670,-0.030322344042360783,0.6716609645732733,0.8895524988026277
ZFAND3,C6,27,8665,-0.008661895990371704,0.6716687146352587,0.8895524988026277
GPR64,C7,136,8556,0.0443445760756731,0.6716837392018321,0.8895524988026277
CTSD,C2,60,8632,0.011685185134410858,0.671690185377663,0.8895524988026277
CHST7,C7,48,8644,-0.05794329755008221,0.6717071032432798,0.8895524988026277
SPIDR,C6,102,8590,-0.0353354811668396,0.6717279995795691,0.8895524988026277
OSBPL10,C5,92,8600,0.00893295370042324,0.67172936653104,0.8895524988026277
KRT72,C7,92,8600,-0.01024857722222805,0.671729366532452,0.8895524988026277
HIST1H2AJ,C6,33,8659,0.03218282759189606,0.6717328969945473,0.8895524988026277
C15orf57,C10,23,8669,-0.03433710336685181,0.6717329671442047,0.8895524988026277
ZNF566,C5,74,8618,0.020755887031555176,0.671765121026421,0.8895840585867583
ELANE,C7,41,8651,0.0072853416204452515,0.6718159486471942,0.889609578082442
GSTO1,C1,26,8666,0.029764914885163307,0.6718207536540388,0.889609578082442
ABCG2,C5,112,8580,0.007866621017456055,0.6718277761541065,0.889609578082442
C20orf27,C6,33,8659,0.05773945897817612,0.6718342886239812,0.889609578082442
LECT1,C7,52,8640,-0.006887784227728844,0.671838533298142,0.889609578082442
SNF8,C7,31,8661,-0.015743400901556015,0.6718394467936066,0.889609578082442
ABCF3,C7,96,8596,-0.03865961357951164,0.6718426473302785,0.889609578082442
HMGB3,C10,34,8658,0.006073722615838051,0.6718743497326642,0.889630872551695
TLE2,C10,100,8592,0.016481058672070503,0.6718753739332706,0.889630872551695
ZDHHC11,C7,53,8639,0.023814387619495392,0.6718861586408789,0.8896339377719275
TSHB,C5,35,8657,0.045917361974716187,0.6718960921618985,0.8896339377719275
POLH,C5,68,8624,0.023648740723729134,0.6719070901000791,0.8896339377719275
PSMB9,C10,21,8671,0.059578314423561096,0.6719292933487304,0.8896339377719275
EFNA5,C5,33,8659,0.0030293986201286316,0.671935686223023,0.8896339377719275
C1orf198,C1,43,8649,-0.0015622936189174652,0.6719429601245259,0.8896339377719275
DEPDC1B,C10,77,8615,0.003124624490737915,0.6719534623633379,0.8896339377719275
ADORA3,C7,64,8628,0.03084440529346466,0.6719553328870593,0.8896339377719275
THAP4,C5,58,8634,0.02161131054162979,0.6719563575096678,0.8896339377719275
CBL,C6,103,8589,-0.0209832563996315,0.6719609131271815,0.8896339377719275
GPR153,C10,53,8639,0.025764942169189453,0.671986290383059,0.8896469702037407
SPDYE4,C10,43,8649,-0.029773905873298645,0.6719874019155125,0.8896469702037407
ATRIP,C5,76,8616,-0.014807481318712234,0.6720391725383049,0.8897044905832587
TNFRSF6B,C2,28,8664,0.02982955239713192,0.6720776425181705,0.8897334175164395
IQUB,C6,152,8540,-0.00993306189775467,0.6720776692372252,0.8897334175164395
RNASE7,C2,20,8672,-0.022302113473415375,0.6720953549620847,0.8897458117828155
BRWD1,C6,247,8445,-0.005485408008098602,0.6721276483691832,0.8897775437171472
AMBN,C7,76,8616,0.05429767817258835,0.6721396576396225,0.8897824226064109
TSSK4,C7,22,8670,0.04877324029803276,0.6721574010790399,0.8897948922073691
NOTCH1,C10,380,8312,0.01469104178249836,0.6721942765915994,0.889814970902663
ANKS4B,C7,72,8620,0.001332394778728485,0.6722166601267817,0.889814970902663
CCDC137,C2,26,8666,0.001474479679018259,0.6722204449851259,0.889814970902663
ENTPD6,C6,63,8629,0.00861351191997528,0.6722331921734948,0.889814970902663
AP1G2,C7,91,8601,-0.00501333549618721,0.672243955657857,0.889814970902663
DAAM1,C2,147,8545,0.00034123659133911133,0.6722459010089821,0.889814970902663
PGA3,C7,16,8676,-0.05003706179559231,0.672247287902755,0.889814970902663
KLC1,C5,67,8625,0.005633533000946045,0.6722485625381127,0.889814970902663
FHAD1,C6,71,8621,-0.029677242040634155,0.6722685211081818,0.889814970902663
ISG20L2,C10,46,8646,0.028143253177404404,0.6722714038613966,0.889814970902663
HIST3H3,C6,37,8655,-0.0260809063911438,0.672281652969812,0.889814970902663
PRSS27,C2,18,8674,0.015857946127653122,0.6723043717691095,0.889814970902663
FAM217A,C6,80,8612,0.03012823686003685,0.6723114338012751,0.889814970902663
FOXN1,C5,87,8605,-0.023909032344818115,0.6723190075734446,0.889814970902663
RIPK4,C7,115,8577,-0.00439661368727684,0.6723252684315513,0.889814970902663
POTEG,C6,230,8462,0.003192518837749958,0.6723261676458101,0.889814970902663
LIF,C10,25,8667,-0.04941064864397049,0.6723272857445097,0.889814970902663
B4GALNT2,C6,101,8591,-0.021569974720478058,0.6723289514854838,0.889814970902663
IGHA2,C5,56,8636,0.02657821960747242,0.6723319975767447,0.889814970902663
E2F6,C6,22,8670,0.009513992816209793,0.6723436016459804,0.889814970902663
APPBP2,C5,62,8630,0.021790917962789536,0.6723473751569655,0.889814970902663
SLC14A1,C7,86,8606,0.011836456134915352,0.6723598518845841,0.8898204665856301
IMPG1,C7,204,8488,-0.008666669949889183,0.6723755712248977,0.8898289072103914
HAUS7,C2,47,8645,-0.017520807683467865,0.6723866332447532,0.8898289072103914
DNAJC5B,C5,67,8625,-0.00783054530620575,0.6723912024764198,0.8898289072103914
TRAV4,C10,22,8670,-0.020739114610478282,0.6724056729672413,0.8898325910741883
FADS6,C5,29,8663,0.026717714965343475,0.6724289940845289,0.8898325910741883
PRSS16,C7,81,8611,0.011354222893714905,0.6724355558417223,0.8898325910741883
GAR1,C6,32,8660,-0.009055119007825851,0.6724412289302775,0.8898325910741883
GRASP,C6,25,8667,0.04475128650665283,0.6724437627581332,0.8898325910741883
TTI1,C10,160,8532,0.01679728738963604,0.6724482454978378,0.8898325910741883
SLC7A4,C10,79,8613,0.012910980731248856,0.6724691849982576,0.8898325910741883
LRIG2,C10,131,8561,0.012910980731248856,0.6724696325327891,0.8898325910741883
PSTK,C5,47,8645,-0.028162211179733276,0.6724716930086645,0.8898325910741883
CCDC74B,C2,82,8610,-0.0007650703191757202,0.672481740540061,0.8898325910741883
ESR2,C2,85,8607,-0.0023198751732707024,0.6724855532715852,0.8898325910741883
ZADH2,C5,42,8650,0.01951761543750763,0.6725094307069788,0.889853170743476
TBX20,C2,104,8588,0.0004057176411151886,0.6725858008980996,0.8899343324884674
DMBT1,C6,362,8330,0.012834399938583374,0.6725874194302013,0.8899343324884674
ZNF438,C2,124,8568,-0.0006451645749621093,0.6725991928998326,0.8899388949649772
UBE2W,C10,26,8666,-0.019832521677017212,0.67262022898253,0.8899446974634508
FAM131C,C6,26,8666,-0.01962069794535637,0.6726202289839388,0.8899446974634508
LIG1,C7,117,8575,-0.002330310642719269,0.6726381441398706,0.8899573856147884
HOXB13,C1,53,8639,0.04440651834011078,0.6726473057894545,0.8899584919631349
IGFBP6,C10,20,8672,0.06314793974161148,0.6726812005758065,0.889981082892769
TUBA1A,C1,66,8626,0.027140092104673386,0.6726854064288461,0.889981082892769
LACTB2,C10,42,8650,0.016366926953196526,0.6726893574547884,0.889981082892769
C8orf34,C7,176,8516,0.020640753209590912,0.6727108259135403,0.8899861153391743
DGCR6,C10,18,8674,0.03611816093325615,0.6727160437269617,0.8899861153391743
NPY1R,C10,117,8575,0.019042879343032837,0.672732887359098,0.8899861153391743
CREB3L2,C6,69,8623,0.005954239517450333,0.6727485474200183,0.8899861153391743
OSCP1,C5,40,8652,-0.01710943877696991,0.6727633016084831,0.8899861153391743
GSS,C5,50,8642,-0.02091534622013569,0.6727645460876227,0.8899861153391743
SSH3,C7,92,8600,-0.006121912971138954,0.6727654997344288,0.8899861153391743
GPD2,C6,80,8612,-0.006958857178688049,0.6727687162585723,0.8899861153391743
FGD5,C6,200,8492,-0.008699528872966766,0.6727693600996303,0.8899861153391743
TNNI3K,C2,97,8595,0.000685468316078186,0.6727837697978001,0.8899861153391743
ATP6V1B2,C5,63,8629,0.026713117957115173,0.6727847441281993,0.8899861153391743
MYL9,C6,32,8660,0.0005075559020042419,0.6728017561799823,0.8899868280781918
EYA2,C10,106,8586,0.018413346260786057,0.6728019343754554,0.8899868280781918
PCDP1,C7,112,8580,0.02715895138680935,0.6728232946396266,0.8899921616880545
MS4A14,C2,162,8530,0.006869461387395859,0.672823522315757,0.8899921616880545
GPR124,C6,133,8559,-0.022745251655578613,0.6728309437443567,0.8899921616880545
FAM3C,C10,27,8665,-0.010916337370872498,0.6728456032900325,0.8900005396254526
PTPN18,C2,51,8641,0.017584621906280518,0.6728633299489025,0.8900129743020218
C12orf55,C7,295,8397,0.005499131977558136,0.6728938483700966,0.8900423284420146
PKD1,C6,310,8382,-0.007805809378623962,0.6729469851095824,0.8900765043180491
AK4,C6,27,8665,-0.015354521572589874,0.6729577297861788,0.8900765043180491
TMED5,C6,26,8666,-0.041754238307476044,0.6729629746641583,0.8900765043180491
UCN3,C5,22,8670,-0.02869969978928566,0.6729644153073566,0.8900765043180491
CCDC64,C10,61,8631,-0.01788788801059127,0.672966034429175,0.8900765043180491
HEXB,C6,48,8644,0.004886932671070099,0.6729696455619795,0.8900765043180491
CCDC90B,C6,35,8657,-0.007583588361740112,0.6729796015888918,0.8900786594341484
AGMO,C6,127,8565,-0.008737623691558838,0.6729993584274239,0.8900850319997606
NUP35,C1,43,8649,0.041569702327251434,0.6730098792910801,0.8900850319997606
SMAD2,C5,89,8603,0.001531684771180153,0.6730136281241557,0.8900850319997606
SSX3,C7,44,8648,0.06250323355197906,0.6730177264017798,0.8900850319997606
P2RY8,C5,102,8590,0.014497525990009308,0.6730312531159718,0.8900919091538195
CEACAM19,C6,32,8660,0.03680422529578209,0.6730593217063299,0.8901090553054964
TRMT1,C10,79,8613,0.051258377730846405,0.6730608716915814,0.8901090553054964
FCRL4,C7,137,8555,-0.0002482868731021881,0.6731094627343144,0.8901524183184758
ZNF512B,C5,106,8586,0.024729372933506966,0.6731146164185937,0.8901524183184758
SMAD3,C7,95,8597,0.019406065344810486,0.673132982082205,0.8901524183184758
MCF2,C5,215,8477,0.019261524081230164,0.6731395416631888,0.8901524183184758
MMP11,C10,56,8636,-0.006969792768359184,0.6731507886052139,0.8901524183184758
TTC39C,C10,66,8626,0.02476959303021431,0.6731526199683706,0.8901524183184758
TRHDE,C6,314,8378,0.003799784928560257,0.6731538929383828,0.8901524183184758
SLC25A12,C7,98,8594,-0.020352419465780258,0.6731754783317732,0.8901524183184758
C16orf96,C2,78,8614,-0.010827995836734772,0.6731786722961843,0.8901524183184758
KCNQ4,C2,81,8611,0.02910532057285309,0.673182313393685,0.8901524183184758
TTC7A,C5,90,8602,0.005798637866973877,0.6731862426556663,0.8901524183184758
RBFOX2,C7,44,8648,0.014934881590306759,0.6731935881763791,0.8901524183184758
C6orf201,C1,20,8672,0.03762039914727211,0.6732021191044251,0.8901526876017295
PIK3R2,C5,94,8598,-0.008828209713101387,0.6732218421242452,0.8901534393904058
LYZL1,C7,34,8658,0.012001736089587212,0.6732235337279914,0.8901534393904058
RNF38,C10,61,8631,-0.0002918541431427002,0.6732276695195026,0.8901534393904058
EFTUD2,C2,117,8575,0.02052069827914238,0.6732608375242921,0.8901788729588527
SAR1B,C2,21,8671,-0.018876001238822937,0.6732635601049368,0.8901788729588527
UBE2H,C2,19,8673,0.05468352138996124,0.6732731216298111,0.890180504517561
SDHD,C2,23,8669,0.036521196365356445,0.6733115735247404,0.8901967103535415
SLC44A2,C5,92,8600,-0.02244906686246395,0.673314292631878,0.8901967103535415
SLC6A12,C1,92,8600,0.021070217713713646,0.6733142926332841,0.8901967103535415
TGFBR3,C10,119,8573,0.025421205908060074,0.6733256515667285,0.8901967103535415
PSMB5,C1,37,8655,-0.04475783929228783,0.6733358196831554,0.8901967103535415
PILRB,C10,28,8664,-0.02551354467868805,0.6733437948386942,0.8901967103535415
CD81,C5,29,8663,0.017218947410583496,0.6733487168236194,0.8901967103535415
SALL4,C7,202,8490,-0.0031058136373758316,0.6733520001595599,0.8901967103535415
GLYCTK,C10,40,8652,0.012943187728524208,0.6733625957104705,0.8901997085145126
TEX35,C10,57,8635,-0.029729336500167847,0.6733913502414807,0.8902126508706567
ACTRT3,C10,39,8653,-0.03159176558256149,0.6734056249860018,0.8902126508706567
AIDA,C7,41,8651,0.05354110896587372,0.6734093112170619,0.8902126508706567
VIM,C6,78,8614,0.020468391478061676,0.6734103004382685,0.8902126508706567
SIRT5,C6,45,8647,0.01763734221458435,0.6734204480407622,0.8902126508706567
NME8,C6,169,8523,-0.023701466619968414,0.6734223525670258,0.8902126508706567
NFKBID,C6,48,8644,0.038391850888729095,0.6734328090355355,0.8902154647209869
NYX,C5,52,8640,-0.0184875950217247,0.6734565458029895,0.8902301750666973
AGAP1,C6,155,8537,0.0018374919891357422,0.6734605931664291,0.8902301750666973
VPS16,C10,98,8594,0.016481058672070503,0.6734710341536447,0.8902329681318693
RTN4R,C1,37,8655,-0.04833703860640526,0.673479619480148,0.8902333082386317
IGHV3-30,C5,39,8653,0.03830122947692871,0.6734990142469233,0.8902392764959751
CLEC18C,C2,24,8668,0.03432713821530342,0.6735007907639763,0.8902392764959751
ZNF652,C10,78,8614,-0.02030725567601621,0.6735095791245751,0.8902398848810538
RAB22A,C7,26,8666,-0.045749910175800323,0.6735343684291399,0.8902616429166885
PDCD7,C10,45,8647,0.03185040503740311,0.673550906793762,0.8902698528563636
SETD3,C6,69,8623,-0.012736883014440536,0.6735572364705733,0.8902698528563636
HIP1,C1,132,8560,-0.019903868436813354,0.6735844867251413,0.8902757314424857
GPR160,C5,38,8654,0.056522954255342484,0.6735872727357168,0.8902757314424857
KBTBD4,C6,59,8633,-0.02180568128824234,0.6736000185715133,0.8902757314424857
EDC3,C7,54,8638,0.03171119466423988,0.6736124753256225,0.8902757314424857
TTC17,C7,152,8540,-0.014680381864309311,0.6736246832530739,0.8902757314424857
ZNF705A,C5,64,8628,-0.000964675098657608,0.6736338669578241,0.8902757314424857
CDC37L1,C10,45,8647,-0.046386152505874634,0.6736378847529256,0.8902757314424857
TFPT,C1,39,8653,-0.04420933313667774,0.6736391075771824,0.8902757314424857
TOM1L2,C7,58,8634,-0.033232225105166435,0.6736423329118537,0.8902757314424857
APOE,C10,21,8671,0.01271720603108406,0.6736449683592038,0.8902757314424857
AARSD1,C5,37,8655,-0.02358977124094963,0.6736713711069152,0.8902818144415867
PRKCH,C1,68,8624,-0.039547077380120754,0.6736775168690035,0.8902818144415867
C22orf23,C6,32,8660,-0.00646408274769783,0.673677635409192,0.8902818144415867
NKTR,C6,133,8559,0.004669368267059326,0.6737206958267519,0.8902818144415867
C6orf201,C2,20,8672,-0.005367651581764221,0.6737231944579644,0.8902818144415867
LCE1D,C7,29,8663,0.036262497305870056,0.6737275683033288,0.8902818144415867
NXPH4,C10,28,8664,0.008017802610993385,0.6737293295705402,0.8902818144415867
NBR1,C10,99,8593,-0.005995113402605057,0.6737316612453039,0.8902818144415867
NUDT4,C7,24,8668,-0.002312762662768364,0.6737387044755401,0.8902818144415867
KLHL25,C7,82,8610,-0.02249857783317566,0.673740529853261,0.8902818144415867
FAM50B,C7,63,8629,-0.0013577193021774292,0.6737411845257689,0.8902818144415867
PIK3R5,C10,124,8568,0.025532308965921402,0.6737569457439224,0.8902916359351066
H3F3C,C1,41,8651,-0.04421858489513397,0.6737737145819034,0.8903027886220567
NAA20,C2,23,8669,0.02992165833711624,0.673797588649754,0.8903147748258482
ZNF264,C7,81,8611,-0.0028782226145267487,0.6737994432290368,0.8903147748258482
SERF2,C5,16,8676,0.04767774045467377,0.6738486293877183,0.8903498933363112
FOXD4L1,C5,54,8638,0.004115447402000427,0.6738508171985359,0.8903498933363112
SUN1,C10,106,8586,0.008017802610993385,0.6738539076471158,0.8903498933363112
DMRTA1,C10,42,8650,-0.025326836854219437,0.6738593377720488,0.8903498933363112
NUP43,C7,47,8645,0.04466740041971207,0.6738757836631266,0.8903606176435768
EFCAB11,C1,22,8670,0.04202785715460777,0.6738960537327021,0.8903676187486556
ZMAT4,C1,71,8621,0.03261791914701462,0.6738977410763497,0.8903676187486556
PPP1R3B,C7,37,8655,-0.037176549434661865,0.6739110904656718,0.8903742513276617
N4BP1,C5,102,8590,0.013852313160896301,0.6739296218642126,0.8903802394986454
ALG13,C7,155,8537,-0.00789092481136322,0.673932281636688,0.8903802394986454
RAB12,C6,29,8663,-0.021569974720478058,0.673944092032787,0.8903840352240383
STEAP3,C5,68,8624,0.028709063306450844,0.6739609532947155,0.8903840352240383
AAR2,C10,50,8642,0.010126898065209389,0.6739611928505058,0.8903840352240383
TRPM6,C7,325,8367,0.01320439949631691,0.6739758980071641,0.8903840352240383
TCP10L,C5,31,8661,0.03846773877739906,0.6739851312868419,0.8903840352240383
IDH3B,C6,31,8661,0.028882479295134544,0.6739851312882454,0.8903840352240383
SNX2,C5,57,8635,0.012146021239459515,0.6740100731578191,0.8903865046587485
BHLHE22,C5,39,8653,0.023533672094345093,0.6740127451225968,0.8903865046587485
F2RL3,C10,38,8654,0.05792771279811859,0.6740130789525915,0.8903865046587485
ANTXRL,C2,18,8674,-0.009681858122348785,0.6740203184121569,0.8903865046587485
XRCC4,C5,44,8648,0.0071481624618172646,0.6740291755123955,0.8903872016605459
ZNF385C,C5,20,8672,-0.026458997279405594,0.6740489460939079,0.8903930450263297
SLC22A11,C5,83,8609,0.03858804702758789,0.6740559152488754,0.8903930450263297
NFE2L3,C5,103,8589,0.004659585654735565,0.6740945360627807,0.8903930450263297
MANSC4,C6,29,8663,0.020281970500946045,0.6741065025583208,0.8903930450263297
ACSS2,C5,70,8622,-0.0038301050662994385,0.6741208440617743,0.8903930450263297
ERCC2,C6,107,8585,-0.002696603536605835,0.6741291505231972,0.8903930450263297
GK5,C2,51,8641,-0.011378586292266846,0.6741300721888028,0.8903930450263297
LILRA2,C6,143,8549,0.014401525259017944,0.6741375191088029,0.8903930450263297
SCGB1D2,C1,17,8675,0.037249334156513214,0.6741412299706502,0.8903930450263297
MPG,C5,37,8655,0.06809961795806885,0.6741508429374885,0.8903930450263297
LCN6,C6,21,8671,-0.033111557364463806,0.6741536432357758,0.8903930450263297
C1orf228,C7,24,8668,0.05996103212237358,0.6741551319991834,0.8903930450263297
VPS33B,C10,57,8635,-0.0057762376964092255,0.674164788365732,0.8903930450263297
FGFR2,C2,185,8507,0.006049752235412598,0.6741685310283883,0.8903930450263297
LDLRAD2,C2,28,8664,0.005383539944887161,0.6741700456554646,0.8903930450263297
BEND6,C6,59,8633,0.02070772647857666,0.6741702818123319,0.8903930450263297
TBC1D31,C10,115,8577,-0.005236029624938965,0.6741823241848627,0.8903930450263297
VSTM2A,C10,75,8617,0.004165351390838623,0.6741871016288997,0.8903930450263297
GRASP,C10,25,8667,0.01271720603108406,0.6741918599800846,0.8903930450263297
POU2F2,C10,71,8621,0.02631891518831253,0.6742098942205615,0.8904058617091604
MRPL30,C6,27,8665,0.04624366760253906,0.6742477065374599,0.890435682009307
PTCD2,C5,44,8648,0.0009549073874950409,0.6742491338205296,0.890435682009307
AHCTF1,C6,256,8436,-0.003490529954433441,0.6742615614339844,0.8904410934849674
CIITA,C10,163,8529,0.037360576912760735,0.6742818851624794,0.8904569324396615
NT5DC4,C2,20,8672,0.0255291648209095,0.6743095914153603,0.8904749972324235
APOBEC3A,C1,22,8670,0.006232736632227898,0.6743309896567777,0.8904749972324235
SORT1,C5,76,8616,0.03840566612780094,0.6743518091068578,0.8904749972324235
TMEM80,C5,15,8677,0.025837372988462448,0.6743538642319595,0.8904749972324235
SLC44A1,C7,85,8607,-0.008251950144767761,0.6743566285294463,0.8904749972324235
CRLF2,C5,56,8636,0.01906469278037548,0.674360188283201,0.8904749972324235
APOBEC3B,C5,58,8634,0.04925305396318436,0.6743708755184612,0.8904749972324235
OR51G1,C6,112,8580,-0.0003032684326171875,0.6743730188145433,0.8904749972324235
ORAI2,C6,34,8658,-0.0725712738931179,0.6743736688673131,0.8904749972324235
SHMT1,C7,46,8646,-0.008703439496457577,0.674378867319178,0.8904749972324235
MCL1,C2,26,8666,-0.034619638696312904,0.6743918123421393,0.8904810906186733
AGAP6,C7,88,8604,-0.05205468647181988,0.6744191475284156,0.890506184693078
MRPL17,C5,15,8677,0.0013296231627464294,0.6744290935585423,0.8905083177083666
STX1A,C10,39,8653,0.06089179962873459,0.6744799051454472,0.8905644084095373
TMPRSS4,C10,51,8641,0.007402520626783371,0.674498009362893,0.8905684755276545
PCDHB16,C10,202,8490,0.014275433495640755,0.6745019128417721,0.8905684755276545
FAM46A,C1,46,8646,0.0470755435526371,0.674507978929707,0.8905684755276545
RAB11FIP2,C10,70,8622,0.027222946286201477,0.6745400530305767,0.890592481734217
FASTK,C10,58,8634,0.01159089058637619,0.6745626480440325,0.890592481734217
NCF2,C2,92,8600,-0.005347788333892822,0.6745649699948855,0.890592481734217
SPATA5,C10,104,8588,-0.007480783388018608,0.6745664148989823,0.890592481734217
CNTN1,C10,237,8455,0.018190309405326843,0.6745814812506289,0.890592481734217
WDFY2,C10,41,8651,-0.04321427643299103,0.6745939019939242,0.890592481734217
NDRG4,C6,47,8645,0.025876060128211975,0.6745995471034771,0.890592481734217
MITF,C6,85,8607,-0.012210190296173096,0.6746104890802179,0.890592481734217
TRIM43,C6,51,8641,-0.023242264986038208,0.6746206723922086,0.890592481734217
TRBV7-4,C1,36,8656,0.0073196906596422195,0.674623984513306,0.890592481734217
PTCD3,C2,80,8612,-0.003411523997783661,0.6746317572416356,0.890592481734217
IFIH1,C7,120,8572,0.02155190333724022,0.6746334619720563,0.890592481734217
ACKR3,C5,69,8623,0.011729955673217773,0.6746478058199801,0.890592481734217
CES4A,C1,43,8649,0.014784082770347595,0.6746560026050118,0.890592481734217
IFNG,C2,50,8642,0.021713294088840485,0.6746630594014604,0.890592481734217
CXorf40B,C7,31,8661,0.07891835272312164,0.6746660254414869,0.890592481734217
ARHGAP30,C5,181,8511,0.02247026562690735,0.6746713015236462,0.890592481734217
PTPLB,C6,19,8673,-0.03744794428348541,0.6746768116572891,0.890592481734217
ZNF14,C7,94,8598,-0.003723522648215294,0.6747007577497458,0.890592481734217
CRIPT,C1,18,8674,-0.008731750771403313,0.6747071728238826,0.890592481734217
GREM1,C6,23,8669,-0.03179366886615753,0.6747092339737912,0.890592481734217
AKAP8,C2,82,8610,0.00024562329053878784,0.67470945162367,0.890592481734217
KIFAP3,C10,123,8569,0.001916985958814621,0.674734706809506,0.8906072710738329
C1RL,C7,68,8624,0.0162828266620636,0.6747406420378905,0.8906072710738329
SLC52A1,C7,50,8642,-0.02047768421471119,0.6747456505618218,0.8906072710738329
AC004381.6,C1,94,8598,0.019255872815847397,0.6747611483976792,0.8906167298750225
RIC8A,C5,54,8638,-0.015008038841187954,0.6748045119258679,0.8906529963309884
S100A14,C6,15,8677,-0.043287500739097595,0.6748052889990903,0.8906529963309884
ABHD2,C5,51,8641,0.011403471231460571,0.6748251299839876,0.8906604726624375
ACADSB,C2,54,8638,-0.01768973283469677,0.6748442605572222,0.8906604726624375
CENPV,C2,18,8674,0.03604346886277199,0.6748445762554418,0.8906604726624375
SRP19,C10,21,8671,0.01297539472579956,0.6748533144285136,0.8906604726624375
EFR3B,C7,47,8645,-0.016121886670589447,0.6748550649571243,0.8906604726624375
CEP104,C6,111,8581,0.00991658866405487,0.6748609456272151,0.8906604726624375
MRGPRX1,C1,113,8579,0.0016144588589668274,0.6748755972560768,0.8906649348076915
TUBG1,C5,55,8637,-0.005939029157161713,0.674888562669435,0.8906649348076915
PNN,C7,85,8607,-0.00789092481136322,0.6748961264717908,0.8906649348076915
SLC25A46,C7,47,8645,0.011228680610656738,0.6748976549115309,0.8906649348076915
GPR6,C2,75,8617,0.007154442369937897,0.6749130186158142,0.8906742143671815
IKBKB,C7,107,8585,0.05354214459657669,0.6749221028270564,0.8906752068319427
TRIM50,C7,53,8639,-0.04812692105770111,0.6749327580018343,0.8906768605584776
TNNI3,C5,42,8650,0.010641150176525116,0.6749400203251658,0.8906768605584776
FAM21A,C7,50,8642,-0.025734822265803814,0.6749521456022285,0.890681866011923
RNF181,C7,18,8674,-0.009351575747132301,0.6749819905273996,0.8907033819981108
TTC27,C7,109,8583,0.027219131588935852,0.6749886825280184,0.8907033819981108
FAM183B,C5,50,8642,0.02609807439148426,0.6749934475462409,0.8907033819981108
ABHD12B,C10,36,8656,0.0294586680829525,0.6750130334946887,0.8907038283915718
ASXL2,C2,208,8484,0.0018053054809570312,0.6750215588826037,0.8907038283915718
MPP3,C5,58,8634,0.001388623844832182,0.6750229883360942,0.8907038283915718
GJC2,C5,29,8663,-0.04470917582511902,0.6750271155670746,0.8907038283915718
TCEB2,C10,21,8671,0.08042263984680176,0.6750441826648693,0.89071535371044
ACACA,C5,271,8421,0.008056871592998505,0.6750593662035917,0.8907243934344576
SMIM8,C6,15,8677,0.05032406747341156,0.6751063038784426,0.8907367291719772
CIRBP,C7,28,8664,0.0709516853094101,0.6751069384863516,0.8907367291719772
SPAG4,C5,37,8655,-0.03091806173324585,0.6751101835635792,0.8907367291719772
RB1,C10,372,8320,-0.0060109468176960945,0.6751156035749769,0.8907367291719772
ZNF738,C7,18,8674,-0.07566296495497227,0.675119415635751,0.8907367291719772
PRSS45,C7,30,8662,-0.037069154903292656,0.6751261154757742,0.8907367291719772
C5AR2,C5,44,8648,0.006360527127981186,0.6751292453361271,0.8907367291719772
ANKK1,C10,109,8583,0.00036853551864624023,0.6751430713005488,0.8907367291719772
BIRC2,C2,69,8623,0.005472660064697266,0.675175746273516,0.8907367291719772
ZNF184,C2,126,8566,0.006504420191049576,0.6751791731039107,0.8907367291719772
STRN3,C7,83,8609,0.024922147393226624,0.6751798127644564,0.8907367291719772
SRGN,C6,25,8667,-0.034219831228256226,0.6751832304675631,0.8907367291719772
C3orf36,C2,31,8661,-0.008589424192905426,0.6751899715235588,0.8907367291719772
CREG2,C10,22,8670,0.0842813067138195,0.675201187927954,0.8907367291719772
CLPS,C1,22,8670,0.0030752266757190228,0.6752011879293531,0.8907367291719772
PDCD1,C7,54,8638,-0.006124483421444893,0.6752020390361222,0.8907367291719772
RHBDF2,C2,80,8612,0.008537031710147858,0.6752205012429809,0.8907500919508545
ASB13,C1,30,8662,-0.00437258742749691,0.6752326460786102,0.890753258555103
HIST1H2BJ,C10,26,8666,-0.030321052996441722,0.6752496793075724,0.890753258555103
GATAD2A,C5,90,8602,0.027494125068187714,0.6752527086299821,0.890753258555103
ESRRA,C1,36,8656,-0.012032067403197289,0.6752562332268071,0.890753258555103
MCTS1,C2,39,8653,0.01283322274684906,0.6752743651421302,0.8907641006295026
