gene_symbol,ensembl_id,ctrl_mean_expr,var_total,var_residual,var_interaction,noise,interaction_fraction,additive_fraction,reproducibility
MYH15,ENSG00000144821,0.95061564,0.27248815,0.24828453,0.026053542,0.22223099,0.09561349,0.088824466,0.104934216
GSTO2,ENSG00000065621,1.2507687,0.19945616,0.19288477,0.026053257,0.16683152,0.13062148,0.0329465,0.1350716
COL8A1,ENSG00000144810,1.3932678,0.22059813,0.19707091,0.026051648,0.17101926,0.11809551,0.10665195,0.13219428
GUCY1A2,ENSG00000152402,0.7824669,0.29753712,0.2866983,0.02604643,0.2606519,0.087540105,0.036428418,0.090849616
C13orf46,ENSG00000283199,0.90087265,0.32282904,0.25604257,0.02603518,0.2300074,0.08064696,0.20687875,0.10168301
ARHGAP22,ENSG00000128805,1.4317628,0.15431294,0.13045675,0.026005873,0.104450874,0.16852684,0.1545962,0.1993448
CCNE2,ENSG00000175305,1.1202725,0.246337,0.22526014,0.025982631,0.1992775,0.10547596,0.085561074,0.115345
SGPP2,ENSG00000163082,1.1488321,0.2658345,0.25246906,0.02598205,0.22648701,0.097737685,0.050277323,0.102911815
NAALADL2,ENSG00000177694,1.622324,0.13354547,0.09557448,0.025962835,0.069611646,0.19441195,0.28433004,0.27165028
POU5F1B,ENSG00000212993,0.80030745,0.2559953,0.24818084,0.025957435,0.2222234,0.101398095,0.030525822,0.10459081
STXBP5-AS1,ENSG00000233452,1.0368891,0.29968065,0.27372015,0.02594397,0.24777618,0.08657206,0.08662723,0.09478283
ADAMTS12,ENSG00000151388,1.1183544,0.30679262,0.29471815,0.025942912,0.26877522,0.08456172,0.03935711,0.08802618
GUCY1B1,ENSG00000061918,0.5131261,0.24418817,0.2401011,0.025941951,0.21415915,0.10623754,0.016737401,0.10804595
FST,ENSG00000134363,0.8427734,0.2851815,0.26098102,0.025931112,0.2350499,0.09092846,0.084859885,0.099360146
ANGPT1,ENSG00000154188,0.92623717,0.2324192,0.22653072,0.025864238,0.20066647,0.11128271,0.025335588,0.11417541
MCM10,ENSG00000065328,1.2269434,0.21415062,0.19126904,0.025856283,0.16541275,0.12073877,0.106848076,0.13518278
BMP6,ENSG00000153162,1.2373905,0.2690106,0.23973714,0.025846094,0.21389104,0.09607834,0.108819,0.10781014
SNCAIP,ENSG00000064692,0.7078504,0.29677588,0.29295895,0.025841208,0.26711774,0.08707314,0.01286133,0.08820761
SH3RF3,ENSG00000172985,1.3676897,0.15353796,0.13784009,0.02582511,0.11201498,0.16820017,0.10224095,0.18735558
AKAP12,ENSG00000131016,1.9238548,0.10454553,0.06339692,0.025808107,0.037588816,0.24685997,0.3935951,0.40708768
ID3,ENSG00000117318,1.2669888,0.2341311,0.15190072,0.025797928,0.12610279,0.110185824,0.3512151,0.16983414
DDTL,ENSG00000099974,0.4952328,0.3025198,0.27992442,0.025794456,0.25412998,0.085265346,0.074690565,0.09214793
GRIN2A,ENSG00000183454,0.854557,0.30251333,0.29185954,0.025792137,0.2660674,0.085259505,0.0352176,0.088371746
SMAD6,ENSG00000137834,1.29255,0.1977853,0.15208372,0.025791539,0.12629218,0.1304017,0.2310666,0.16958776
AREG,ENSG00000109321,1.627504,0.1823106,0.10525872,0.025775593,0.07948312,0.14138286,0.4226407,0.24487846
LINC00632,ENSG00000203930,0.95961076,0.24351099,0.22978346,0.025766078,0.20401739,0.10581074,0.05637335,0.112132
MIR100HG,ENSG00000255248,1.6365259,0.12941402,0.09898919,0.025762394,0.073226795,0.19906957,0.23509689,0.26025462
ANKRD1,ENSG00000148677,1.1291444,0.3523008,0.29239458,0.025738597,0.26665598,0.07305858,0.1700428,0.088026926
GPRC5D-AS1,ENSG00000247498,1.5720122,0.13788241,0.11561585,0.025728757,0.0898871,0.18659927,0.16148949,0.22253658
BNIP5,ENSG00000189325,0.248387,0.16373987,0.15591861,0.025727507,0.1301911,0.15712427,0.047766384,0.165006
ENSG00000255750,ENSG00000255750,0.7374381,0.30086526,0.2834547,0.025727382,0.2577273,0.085511304,0.05786835,0.09076365
LINC02343,ENSG00000271850,0.7452381,0.3064868,0.30154425,0.025702987,0.27584127,0.08386328,0.016126426,0.08523786
BICC1,ENSG00000122870,1.4001931,0.16082999,0.13921553,0.025672916,0.11354262,0.15962766,0.13439323,0.1844113
